							
							
energy	total	scatter	capture	fission			
1.62E+07	4.307542	0	0.050205208	0			
1.62E+07	4.304651	0	0.050327441	0			
1.62E+07	4.301769	0	0.050450135	0			
1.62E+07	4.298892	0	0.050573448	0			
1.63E+07	4.296024	0	0.050697236	0			
1.63E+07	4.29316	0	0.050821652	0			
1.63E+07	4.290307	0	0.050946544	0			
1.63E+07	4.287458	0	0.051072083	0			
1.63E+07	4.284618	0	0.051198105	0			
1.63E+07	4.281783	0	0.051324784	0			
1.63E+07	4.278958	0	0.051451955	0			
1.64E+07	4.276136	0	0.051579781	0			
1.64E+07	4.273326	0	0.051708116	0			
1.64E+07	4.270519	0	0.051837129	0			
1.64E+07	4.267722	0	0.051966649	0			
1.64E+07	4.264929	0	0.052096855	0			
1.64E+07	4.262145	0	0.05222758	0			
1.65E+07	4.259367	0	0.052359	0			
1.65E+07	4.256598	0	0.052490956	0			
1.65E+07	4.253833	0	0.052623612	0			
1.65E+07	4.251078	0	0.05275681	0			
1.65E+07	4.248328	0	0.052890718	0			
1.65E+07	4.245587	0	0.05302518	0			
1.65E+07	4.24285	0	0.05316038	0			
1.66E+07	4.240123	0	0.053296127	0			
1.66E+07	4.2374	0	0.053432624	0			
1.66E+07	4.234688	0	0.053569684	0			
1.66E+07	4.231979	0	0.053707498	0			
1.66E+07	4.22928	0	0.053845897	0			
1.66E+07	4.226586	0	0.053985057	0			
1.67E+07	4.223901	0	0.054124814	0			
1.67E+07	4.22122	0	0.054265346	0			
1.67E+07	4.21855	0	0.054406476	0			
1.67E+07	4.215884	0	0.054548402	0			
1.67E+07	4.213227	0	0.054690937	0			
1.67E+07	4.210575	0	0.054834272	0			
1.68E+07	4.207932	0	0.054978244	0			
1.68E+07	4.205293	0	0.05512302	0			
1.68E+07	4.202664	0	0.055268447	0			
1.68E+07	4.20004	0	0.05541469	0			
1.68E+07	4.197426	0	0.055561597	0			
1.68E+07	4.194815	0	0.055709342	0			
1.68E+07	4.192215	0	0.055857742	0			
1.69E+07	4.189619	0	0.056007015	0			
1.69E+07	4.187032	0	0.056156956	0			
1.69E+07	4.18445	0	0.056307764	0			
1.69E+07	4.181878	0	0.056459273	0			
1.69E+07	4.179309	0	0.056611664	0			
1.69E+07	4.176752	0	0.056764756	0			
1.70E+07	4.174198	0	0.056918747	0			
1.70E+07	4.171654	0	0.057073464	0			
1.70E+07	4.169114	0	0.057229093	0			
1.70E+07	4.166584	0	0.057385452	0			
1.70E+07	4.163754	0	0.057523459	0			
1.70E+07	4.160933	0	0.05766214	0			
1.71E+07	4.158119	0	0.057801489	0			
1.71E+07	4.155312	0	0.057941534	0			
1.71E+07	4.152514	0	0.058082258	0			
1.71E+07	4.149724	0	0.058223678	0			
1.71E+07	4.14694	0	0.058365809	0			
1.71E+07	4.144164	0	0.058508636	0			
1.71E+07	4.141875	0	0.058605885	0			
1.72E+07	4.139591	0	0.0587035	0			
1.72E+07	4.137311	0	0.05880149	0			
1.72E+07	4.135034	0	0.058899851	0			
1.72E+07	4.132764	0	0.058998588	0			
1.72E+07	4.130499	0	0.059097693	0			
1.72E+07	4.128237	0	0.05919719	0			
1.72E+07	4.125982	0	0.059296985	0			
1.73E+07	4.12373	0	0.059397248	0			
1.73E+07	4.121482	0	0.05949789	0			
1.73E+07	4.11924	0	0.059598921	0			
1.73E+07	4.117001	0	0.059700345	0			
1.73E+07	4.114768	0	0.059802164	0			
1.73E+07	4.112539	0	0.059904378	0			
1.73E+07	4.110315	0	0.060006994	0			
1.74E+07	4.108098	0	0.060109936	0			
1.74E+07	4.105883	0	0.060213357	0			
1.74E+07	4.103673	0	0.060317187	0			
1.74E+07	4.101467	0	0.060421415	0			
1.74E+07	4.099267	0	0.060526067	0			
1.74E+07	4.09707	0	0.060631134	0			
1.74E+07	4.094879	0	0.060736608	0			
1.74E+07	4.092691	0	0.060842512	0			
1.75E+07	4.090511	0	0.060948751	0			
1.75E+07	4.088334	0	0.061055503	0			
1.75E+07	4.08616	0	0.061162673	0			
1.75E+07	4.083993	0	0.061270284	0			
1.75E+07	4.081829	0	0.06137832	0			
1.75E+07	4.079669	0	0.061486802	0			
1.75E+07	4.077514	0	0.061595712	0			
1.76E+07	4.075365	0	0.061705076	0			
1.76E+07	4.073221	0	0.061814792	0			
1.76E+07	4.071081	0	0.061925047	0			
1.76E+07	4.068945	0	0.062035744	0			
1.76E+07	4.066814	0	0.062146902	0			
1.76E+07	4.064686	0	0.062258506	0			
1.76E+07	4.062564	0	0.062370583	0			
1.76E+07	4.060448	0	0.062483109	0			
1.77E+07	4.058335	0	0.062596112	0			
1.77E+07	4.056228	0	0.062709489	0			
1.77E+07	4.054125	0	0.06282343	0			
1.77E+07	4.052026	0	0.062937846	0			
1.77E+07	4.049931	0	0.063052739	0			
1.77E+07	4.047841	0	0.063168103	0			
1.77E+07	4.045757	0	0.063283961	0			
1.78E+07	4.043676	0	0.063400305	0			
1.78E+07	4.0416	0	0.063517139	0			
1.78E+07	4.039531	0	0.063634382	0			
1.78E+07	4.037464	0	0.063752206	0			
1.78E+07	4.035403	0	0.063870528	0			
1.78E+07	4.033345	0	0.063989367	0			
1.78E+07	4.031293	0	0.064108699	0			
1.79E+07	4.029245	0	0.064228542	0			
1.79E+07	4.027201	0	0.064348913	0			
1.79E+07	4.025162	0	0.064469788	0			
1.79E+07	4.02313	0	0.06459109	0			
1.79E+07	4.0211	0	0.064713022	0			
1.79E+07	4.019075	0	0.064835468	0			
1.79E+07	4.017056	0	0.064958451	0			
1.79E+07	4.01504	0	0.065081973	0			
1.80E+07	4.013029	0	0.065206035	0			
1.80E+07	4.011022	0	0.065330629	0			
1.80E+07	4.009021	0	0.065455777	0			
1.80E+07	4.007025	0	0.065581382	0			
1.80E+07	4.004903	0	0.065643685	0			
1.80E+07	4.002122	0	0.06574923	0			
1.80E+07	3.999347	0	0.065855231	0			
1.81E+07	3.996579	0	0.065961696	0			
1.81E+07	3.99382	0	0.066068558	0			
1.81E+07	3.991066	0	0.066175961	0			
1.81E+07	3.988321	0	0.06628377	0			
1.81E+07	3.985581	0	0.066392112	0			
1.81E+07	3.982848	0	0.066500864	0			
1.82E+07	3.980122	0	0.066610183	0			
1.82E+07	3.977402	0	0.066719986	0			
1.82E+07	3.97469	0	0.066830267	0			
1.82E+07	3.971985	0	0.066940961	0			
1.82E+07	3.969285	0	0.067052227	0			
1.82E+07	3.966595	0	0.067163911	0			
1.82E+07	3.963909	0	0.067276181	0			
1.83E+07	3.961233	0	0.067388868	0			
1.83E+07	3.958561	0	0.067502144	0			
1.83E+07	3.955896	0	0.067615915	0			
1.83E+07	3.953237	0	0.067730216	0			
1.83E+07	3.950587	0	0.067844949	0			
1.83E+07	3.947942	0	0.067960278	0			
1.84E+07	3.945305	0	0.068076054	0			
1.84E+07	3.942674	0	0.068192426	0			
1.84E+07	3.940051	0	0.06830926	0			
1.84E+07	3.937434	0	0.068426693	0			
1.84E+07	3.934823	0	0.0685446	0			
1.84E+07	3.932219	0	0.068663112	0			
1.84E+07	3.929622	0	0.068782088	0			
1.85E+07	3.927032	0	0.068901681	0			
1.85E+07	3.92445	0	0.069021764	0			
1.85E+07	3.921872	0	0.069142478	0			
1.85E+07	3.919303	0	0.069263653	0			
1.85E+07	3.916739	0	0.069385473	0			
1.85E+07	3.914181	0	0.069507863	0			
1.86E+07	3.911631	0	0.069630814	0			
1.86E+07	3.909088	0	0.069754264	0			
1.86E+07	3.90655	0	0.069878356	0			
1.86E+07	3.904022	0	0.070002956	0			
1.86E+07	3.901497	0	0.070128215	0			
1.86E+07	3.898981	0	0.070253986	0			
1.86E+07	3.896471	0	0.070380417	0			
1.87E+07	3.893967	0	0.070507451	0			
1.87E+07	3.891469	0	0.070635071	0			
1.87E+07	3.88898	0	0.070763213	0			
1.87E+07	3.886496	0	0.070892052	0			
1.87E+07	3.884019	0	0.071021404	0			
1.87E+07	3.881549	0	0.071151468	0			
1.88E+07	3.879086	0	0.071282048	0			
1.88E+07	3.876629	0	0.071413354	0			
1.88E+07	3.874178	0	0.071545269	0			
1.88E+07	3.871734	0	0.071677824	0			
1.88E+07	3.869298	0	0.071810905	0			
1.88E+07	3.866867	0	0.071944729	0			
1.88E+07	3.864444	0	0.072079102	0			
1.89E+07	3.862026	0	0.072214212	0			
1.89E+07	3.859617	0	0.072349885	0			
1.89E+07	3.857214	0	0.072486298	0			
1.89E+07	3.854817	0	0.07262328	0			
1.89E+07	3.852427	0	0.072761006	0			
1.89E+07	3.850043	0	0.072899324	0			
1.90E+07	3.847665	0	0.073038401	0			
1.90E+07	3.845297	0	0.073178054	0			
1.90E+07	3.842934	0	0.073318483	0			
1.90E+07	3.840578	0	0.073459509	0			
1.90E+07	3.83545	0	0.073654211	0			
1.91E+07	3.830348	0	0.073850623	0			
1.91E+07	3.825271	0	0.074048783	0			
1.91E+07	3.820219	0	0.074248702	0			
1.92E+07	3.815191	0	0.074450398	0			
1.92E+07	3.81019	0	0.074653892	0			
1.92E+07	3.805214	0	0.074859204	0			
1.93E+07	3.800263	0	0.075066353	0			
1.93E+07	3.795337	0	0.07527535	0			
1.93E+07	3.790436	0	0.075486226	0			
1.93E+07	3.78556	0	0.07569901	0			
1.94E+07	3.78071	0	0.075913704	0			
1.94E+07	3.775883	0	0.076130339	0			
1.94E+07	3.771083	0	0.076348934	0			
1.95E+07	3.766308	0	0.076569514	0			
1.95E+07	3.761557	0	0.076792087	0			
1.95E+07	3.756832	0	0.077016707	0			
1.96E+07	3.752133	0	0.077243356	0			
1.96E+07	3.747459	0	0.077472084	0			
1.96E+07	3.742811	0	0.077702896	0			
1.97E+07	3.738186	0	0.077935841	0			
1.97E+07	3.733588	0	0.078170926	0			
1.97E+07	3.729017	0	0.07840816	0			
1.98E+07	3.72447	0	0.078647598	0			
1.98E+07	3.719951	0	0.078889244	0			
1.98E+07	3.715457	0	0.079133132	0			
1.98E+07	3.71099	0	0.079379294	0			
1.99E+07	3.706551	0	0.079627726	0			
1.99E+07	3.702137	0	0.079878481	0			
1.99E+07	3.697752	0	0.080131584	0			
2.00E+07	3.693394	0	0.080387049	0			
2.00E+07	3.689065	0	0.080644914	0			
